"05/09/2021, 12:00:00",3920.09000000,3926.69000000,3914.15000000,3919.70000000,1221.18120000,4785592.06639500
"05/09/2021, 12:05:00",3919.69000000,3927.89000000,3915.00000000,3923.13000000,1981.72370000,7771572.11979700
"05/09/2021, 12:10:00",3923.12000000,3929.91000000,3923.12000000,3928.42000000,911.12510000,3576968.25910700
"05/09/2021, 12:15:00",3928.42000000,3939.00000000,3926.16000000,3932.98000000,2130.69190000,8383138.12927700
"05/09/2021, 12:20:00",3932.50000000,3936.73000000,3907.21000000,3910.00000000,1994.83000000,7819944.90694500
"05/09/2021, 12:25:00",3910.00000000,3916.87000000,3908.94000000,3916.76000000,1303.19830000,5099282.91942900
"05/09/2021, 12:30:00",3916.77000000,3923.87000000,3914.21000000,3917.22000000,1191.45010000,4668944.46614200
"05/09/2021, 12:35:00",3917.22000000,3919.93000000,3910.18000000,3919.93000000,1122.93100000,4395160.78418700
"05/09/2021, 12:40:00",3919.93000000,3924.96000000,3918.69000000,3919.65000000,1294.20750000,5074635.06510100
"05/09/2021, 12:45:00",3919.64000000,3921.94000000,3913.74000000,3918.81000000,877.43360000,3437298.72606900
"05/09/2021, 12:50:00",3918.81000000,3925.55000000,3916.15000000,3922.52000000,718.67610000,2818361.73278100
"05/09/2021, 12:55:00",3922.66000000,3924.82000000,3916.10000000,3924.56000000,2055.51830000,8057478.99507300
"05/09/2021, 13:00:00",3924.56000000,3929.82000000,3919.25000000,3922.43000000,1016.73150000,3990919.77398300
